what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696096375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696119421
started,bundle,org.eclipse.debug.core,3.7.0.v20110518,"org.eclipse.debug.core",1373696124062
started,bundle,org.eclipse.jdt.launching,3.6.1.v20110803_r371,"org.eclipse.jdt.launching",1373696124125
started,bundle,org.eclipse.jst.servlet.ui,1.1.501.v201108220630,"org.eclipse.jst.servlet.ui",1373696182359
started,bundle,org.eclipse.jst.common.project.facet.core,1.4.200.v201103170302,"org.eclipse.jst.common.project.facet.core",1373696182781
started,bundle,org.eclipse.jst.ws.jaxrs.core,1.0.301.v201108240656,"org.eclipse.jst.ws.jaxrs.core",1373696182875
started,bundle,org.eclipse.wst.common.core,1.2.0.v200908252030,"org.eclipse.wst.common.core",1373696183546
started,bundle,org.eclipse.wst.common.modulecore,1.2.101.v201108231700,"org.eclipse.wst.common.modulecore",1373696183593
started,bundle,org.eclipse.jst.j2ee.core,1.2.101.v201108110300,"org.eclipse.jst.j2ee.core",1373696183687
started,bundle,org.eclipse.jem,2.0.500.v201104271400,"org.eclipse.jem",1373696183765
started,bundle,org.eclipse.wst.common.frameworks.ui,1.2.100.v201105122000,"org.eclipse.wst.common.frameworks.ui",1373696183921
started,bundle,org.eclipse.wst.xml.core,1.1.601.v201108302147,"org.eclipse.wst.xml.core",1373696184015
started,bundle,org.eclipse.wst.validation,1.2.302.v201107140600,"org.eclipse.wst.validation",1373696184140
started,bundle,org.eclipse.jst.j2ee,1.1.501.v201108231845,"org.eclipse.jst.j2ee",1373696184281
started,bundle,org.eclipse.jst.jee.ui,1.0.400.v201105122000,"org.eclipse.jst.jee.ui",1373696184281
started,bundle,org.eclipse.jst.j2ee.navigator.ui,1.1.501.v201107261503,"org.eclipse.jst.j2ee.navigator.ui",1373696184640
started,bundle,org.eclipse.jdt.apt.core,3.3.500.v20110420-1015,"org.eclipse.jdt.apt.core",1373696330859
started,bundle,org.eclipse.jdt.apt.pluggable.core,1.0.400.v20110305-1450,"org.eclipse.jdt.apt.pluggable.core",1373696331015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696334687
started,bundle,org.eclipse.pde.launching,3.6.0.v20110506,"org.eclipse.pde.launching",1373696336031
started,bundle,org.eclipse.ui.views.log,1.0.200.v20110404,"org.eclipse.ui.views.log",1373696336062
started,bundle,org.eclipse.pde.ui,3.6.100.v20110603,"org.eclipse.pde.ui",1373696336093
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1373696336250
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ProblemView",1373696336343
opened,view,org.eclipse.mylyn.tasks.ui,3.6.2.v20110826-0100,"org.eclipse.mylyn.tasks.ui.views.tasks",1373696337000
activated,perspective,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavaPerspective",1373696337062
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1373696337062
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1373696338140
started,bundle,org.eclipse.ltk.core.refactoring,3.5.201.r371_v20110824-0800,"org.eclipse.ltk.core.refactoring",1373696339515
started,bundle,org.eclipse.ltk.ui.refactoring,3.6.0.v20110505-0800,"org.eclipse.ltk.ui.refactoring",1373696339531
started,bundle,org.eclipse.compare.core,3.5.200.I20110208-0800,"org.eclipse.compare.core",1373696345796
started,bundle,org.eclipse.compare,3.5.201.R37x_v20110817-0800,"org.eclipse.compare",1373696345812
started,bundle,org.eclipse.debug.ui,3.7.101.v20110817_r371,"org.eclipse.debug.ui",1373696350890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696364906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696381593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1373696381640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1373696381640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696394046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696412671
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1373696412703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1373696412703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696416203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696592890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696607031
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696607046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696607187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696649406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696656437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696656453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696656578
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696675625
started,bundle,org.eclipse.wst.server.core,1.1.303.v20110816_1717,"org.eclipse.wst.server.core",1373696676296
started,bundle,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui",1373696676406
started,bundle,org.eclipse.wst.jsdt.debug.rhino.ui,1.0.0.v201103232243,"org.eclipse.wst.jsdt.debug.rhino.ui",1373696676578
started,bundle,org.eclipse.wst.jsdt.core,1.1.101.v201108151912,"org.eclipse.wst.jsdt.core",1373696677218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696678843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696678859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696678984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696733484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696742843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696753593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696755015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696785953
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696791890
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696792078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696800140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696804125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373696938109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373697005953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702260478
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1373702271118
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1373702271212
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1373702271712
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1373702271743
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1373702277400
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702277822
started,bundle,org.eclipse.jdt.debug,3.7.1.v20110802_r371,"org.eclipse.jdt.debug",1373702281040
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702281400
started,bundle,org.eclipse.jdt.debug.ui,3.6.1.v20110803_r371,"org.eclipse.jdt.debug.ui",1373702282618
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702290978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702291431
opened,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1373702311947
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1373702312009
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1373702317118
activated,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.JavadocView",1373702361181
closed,view,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.PackageExplorer",1373702361212
started,bundle,org.eclipse.wst.xsl.debug.ui,1.0.200.v201101281837,"org.eclipse.wst.xsl.debug.ui",1373702363165
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702372197
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702415447
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.window.preferences",1373702415478
activated,perspective,org.eclipse.jst.j2ee.ui,1.1.501.v201108231700,"org.eclipse.jst.j2ee.J2EEPerspective",1373702421478
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.ContentOutline",1373702421493
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1373702425134
started,bundle,org.eclipse.jst.ws.jaxws.dom.integration,1.0.100.v201101252155,"org.eclipse.jst.ws.jaxws.dom.integration",1373702425243
started,bundle,org.eclipse.jst.ws.jaxws.dom.ui,1.0.0.v201004171919,"org.eclipse.jst.ws.jaxws.dom.ui",1373702425306
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702434712
started,bundle,org.eclipse.ui.externaltools,3.2.0.v20110506,"org.eclipse.ui.externaltools",1373702443493
started,bundle,org.eclipse.core.externaltools,1.0.100.v20110506,"org.eclipse.core.externaltools",1373702443572
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702587243
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702587556
error,log,,,"JavaBuilder handling ImageBuilderInternalException while building: workspace",1373702591009
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702591103
started,bundle,org.eclipse.jdt.junit.core,3.7.0.v20110518-0800,"org.eclipse.jdt.junit.core",1373702608228
started,bundle,org.eclipse.jdt.junit,3.7.0.v20110505-0800,"org.eclipse.jdt.junit",1373702608259
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1373702646056
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702646337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702662025
started,bundle,org.eclipse.jst.common.frameworks,1.1.500.v201104081500,"org.eclipse.jst.common.frameworks",1373702664118
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702690587
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702691431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702692540
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702729228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702729431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702730243
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1373702735587
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1373702741134
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702752728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702851431
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702851806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702857681
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702876462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702877087
started,bundle,org.eclipse.wst.sse.core,1.1.601.v201108151912,"org.eclipse.wst.sse.core",1373702921743
started,bundle,org.eclipse.jpt.common.core,1.0.1.v201108080010,"org.eclipse.jpt.common.core",1373702924900
started,bundle,org.eclipse.jpt.jpa.core,3.0.1.v201109073010,"org.eclipse.jpt.jpa.core",1373702925025
started,bundle,org.eclipse.wst.jsdt.manipulation,1.0.300.v201104272153,"org.eclipse.wst.jsdt.manipulation",1373702928650
started,bundle,org.eclipse.wst.jsdt.ui,1.1.101.v201108151912,"org.eclipse.wst.jsdt.ui",1373702928650
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702932790
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702934212
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702975384
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702975447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373702975603
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703046165
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373703060431
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373703060587
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1373703060603
closed,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373703060618
error,log,,,"Unhandled event loop exception",1373703063493
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703079806
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703079900
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703080009
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703084228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703086118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703097884
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703128618
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703194915
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703382181
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703397556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703424431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703424556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703424650
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703442228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703451337
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703787150
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.import",1373703787259
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1373703788447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703831134
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703849025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703934415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703963947
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373703968212
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1373704265165
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704346978
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704379212
started,bundle,org.eclipse.wst.common.project.facet.ui,1.4.200.v201103311536,"org.eclipse.wst.common.project.facet.ui",1373704401415
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704406681
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1373704455790
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1373704460712
opened,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1373704486478
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1373704486587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1373704486587
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1373704493462
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1373704510447
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704529118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704538587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1373704538587
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.perspectives.showPerspective",1373704538587
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1373704542962
opened,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373704555228
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373704555275
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.views.showView",1373704555275
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704561197
started,bundle,org.eclipse.wst.server.preview.adapter,1.1.0.v20090311b,"org.eclipse.wst.server.preview.adapter",1373704561368
started,bundle,org.eclipse.jst.server.core,1.2.202.v20110419,"org.eclipse.jst.server.core",1373704569243
started,bundle,org.eclipse.jst.server.tomcat.core,1.1.300.v20110427,"org.eclipse.jst.server.tomcat.core",1373704569275
started,bundle,org.eclipse.jst.server.tomcat.ui,1.1.200.v20100418,"org.eclipse.jst.server.tomcat.ui",1373704569353
started,bundle,org.eclipse.jst.jee,1.0.401.v201105122000,"org.eclipse.jst.jee",1373704586431
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704586837
opened,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1373704604962
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1373704605415
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704632322
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704657181
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704658697
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704706087
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704714837
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704714837
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704715681
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704715931
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704716728
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704716728
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704716884
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704727150
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373704730556
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704732243
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704735962
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1373704736572
started,bundle,org.eclipse.core.variables,3.2.500.v20110511,"org.eclipse.core.variables",1373704737462
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1373704738603
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373704739650
error,log,,,"Port 8080 required by Tomcat v6.0 Server at localhost is already in use. The server may already be running in another process, or a system process may be using the port. To start this server you will need to stop the other process or change the port number(s).",1373704740509
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704740634
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704752853
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373704754462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705003868
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705013509
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705119509
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.run",1373705122493
activated,editor,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.editor",1373705126993
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1373705129009
opened,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373705129743
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1373705129775
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.ResourceNavigator",1373705145259
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705151462
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705170915
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373705179759
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373705180993
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1373705182025
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705182118
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705182290
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705226353
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705278540
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373705278634
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373705278728
executed,command,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.navigate.openResource",1373705278728
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373705282197
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373705283228
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1373705283228
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705305978
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1373705318056
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1373705357556
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1373705359025
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1373705360040
